concept_id,gene_name
hgnc:16648,PJA1
hgnc:10061,RNF2
hgnc:26783,RNF185
hgnc:13432,RNF19A
hgnc:18052,RNF38
hgnc:10858,SIAH2
hgnc:16809,SMURF2
hgnc:25137,TMEM129
hgnc:30990,ZSWIM2
hgnc:25850,RMND5A
hgnc:12367,TSFM
hgnc:14418,ELOVL1
hgnc:21308,ELOVL5
hgnc:11619,ELOB
hgnc:14355,ERO1B
hgnc:24671,FLAD1
hgnc:3576,FADS3
hgnc:1185,TIGAR
hgnc:22316,ZNRF2
hgnc:24049,ART5
hgnc:53611,EEF1AKMT4
hgnc:26292,ELOVL7
hgnc:26115,EXO5
hgnc:13608,FBXW2
hgnc:4034,FXYD7
hgnc:20338,G2E3
hgnc:24240,GAL3ST1
hgnc:4417,GNPDA1
hgnc:28906,G6PC2
hgnc:24144,GAL3ST3
hgnc:24145,GAL3ST4
hgnc:2417,CRYGS
hgnc:14373,GLMN
hgnc:4292,GK3
hgnc:28157,GPAT3
hgnc:15453,ACBD3
hgnc:14938,PIGT
hgnc:17030,GPN1
hgnc:5193,HS2ST1
hgnc:19419,HS3ST5
hgnc:14178,HS3ST6
hgnc:4699,GYG1
hgnc:25985,PIGG
hgnc:14937,PIGS
hgnc:2799,GRHL2
hgnc:30522,HDDC3
hgnc:5195,HS3ST2
hgnc:5200,HS3ST4
hgnc:19134,HS6ST3
hgnc:28311,HIGD2A
hgnc:17825,PLAAT3
hgnc:2098,CMAHP
hgnc:6177,ITPK1
hgnc:28913,HSCB
hgnc:19133,HS6ST2
hgnc:11217,SPAM1
hgnc:17325,PRODH2
hgnc:6069,INMT
hgnc:9226,PPA1
hgnc:18246,CRYL1
hgnc:20883,GDPD1
hgnc:28853,JOSD2
hgnc:6216,KATNA1
hgnc:28942,KRTCAP2
hgnc:17273,KIF15
hgnc:11810,KLF10
hgnc:6541,LDHB
hgnc:15684,B3GNT5
hgnc:26756,LCLAT1
hgnc:28448,TMEM86B
hgnc:6814,MAGEL2
hgnc:22923,GMPPA
hgnc:6809,MAGEB2
hgnc:23793,MAGED4
hgnc:24934,MAGEE1
hgnc:14133,MSRB1
hgnc:28469,MRI1
hgnc:17170,TRUB2
hgnc:25762,MUL1
hgnc:18717,ABHD2
hgnc:23573,MORC2
hgnc:4129,GALNT7
hgnc:6804,MAGEA6
hgnc:28515,MAGEB18
hgnc:16021,N6AMT1
hgnc:20715,MID1IP1
hgnc:26064,MTARC2
hgnc:26827,MPV17L
hgnc:24262,AMDHD2
hgnc:4204,GCNT2
hgnc:16781,NPL
hgnc:17563,METTL3
hgnc:7863,NNT
hgnc:7698,NDUFB3
hgnc:15629,B3GNT2
hgnc:15683,B3GNT4
hgnc:25875,NAA60
hgnc:23373,NTMT1
hgnc:26057,NMRK1
hgnc:16789,NMNAT2
hgnc:29897,NSMCE1
hgnc:15608,NOLC1
hgnc:7869,NOL3
hgnc:7853,NME5
hgnc:8003,NRM
hgnc:8096,OAZ2
hgnc:27346,OTUD1
hgnc:8598,PANK1
hgnc:10668,NOXA1
hgnc:17592,NDFIP1
hgnc:17004,WWP1
hgnc:20989,NMNAT3
hgnc:20203,NOSTRIN
hgnc:20461,NME7
hgnc:24448,OSTC
hgnc:8105,OCM
hgnc:24949,OTUD4
hgnc:32312,OTUD6A
hgnc:691,PHOX2A
hgnc:2754,DECR2
hgnc:121,ACOX3
hgnc:8860,PEX7
hgnc:1801,CDS2
hgnc:18718,ABHD3
hgnc:23496,PLPPR4
hgnc:25686,PPCS
hgnc:19366,PANK4
hgnc:8830,PEMT
hgnc:16212,PCED1A
hgnc:1800,CDS1
hgnc:9228,PLPP1
hgnc:9467,PRPSAP2
hgnc:8863,PFAS
hgnc:8926,PHKA2
hgnc:8927,PHKB
hgnc:23396,PHYHD1
hgnc:8574,PAFAH1B1
hgnc:4128,GALNT6
hgnc:9219,POU4F2
hgnc:26736,HECTD2
hgnc:24521,HERC4
hgnc:26072,HERC6
hgnc:26655,MARCHF10
hgnc:8579,PAFAH2
hgnc:19873,GALNT10
hgnc:27050,BCDIN3D
hgnc:4876,HERC3
hgnc:21487,RNF217
hgnc:25151,ADAT3
hgnc:22030,NAT16
hgnc:21731,PGAM4
hgnc:23352,PIBF1
hgnc:23158,PNRC2
hgnc:8547,P4HA2
hgnc:30135,P4HA3
hgnc:17553,ABHD1
hgnc:1536,CBFA2T2
hgnc:29909,NTAN1
ncbigene:344967,LOC344967
hgnc:1233,ENTREP3
hgnc:25467,IWS1
hgnc:18270,HHAT
hgnc:8728,PCMT1
hgnc:2624,CYP2D7
hgnc:37216,LIPT2
hgnc:33782,PTRHD1
hgnc:26505,PUS10
hgnc:25771,QTRT2
hgnc:30908,RSAD2
hgnc:9772,RAB32
hgnc:26643,SDE2
hgnc:673,ARHGAP1
hgnc:31813,ARHGAP27
hgnc:20853,RNF145
hgnc:25459,PAF1
hgnc:16850,CTR9
hgnc:23797,QTRT1
hgnc:15739,RASSF9
hgnc:30292,G3BP1
hgnc:9776,RAB38
hgnc:3123,EBAG9
hgnc:17777,UBOX5
hgnc:10070,RNF7
hgnc:24567,RPAP1
hgnc:26151,RPAP3
hgnc:30401,LEO1
hgnc:21461,RC3H2
hgnc:21393,RWDD3
hgnc:19685,SEPHS1
hgnc:19686,SEPHS2
hgnc:9305,PPP2R2B
hgnc:9306,PPP2R2C
hgnc:9310,PPP2R5B
hgnc:9313,PPP2R5E
hgnc:9303,PPP2R1B
hgnc:10537,SARS1
hgnc:26509,PHETA1
hgnc:21328,NEU4
hgnc:29026,SGSM2
hgnc:26184,TUT1
hgnc:33867,SDHAF1
hgnc:11729,TERF2
hgnc:14376,ACP4
hgnc:11172,SNX1
hgnc:14970,SNX6
hgnc:20113,DEGS2
hgnc:20957,SDHAF4
hgnc:18987,THTPA
hgnc:12036,TRAF6
hgnc:11470,SUPT6H
hgnc:25980,TRMT1
hgnc:18080,ST3GAL6
hgnc:30791,UBIAD1
hgnc:19693,COQ4
hgnc:12609,USP11
hgnc:44441,USP17L13
hgnc:11467,SUPT4H1
hgnc:11469,SUPT5H
hgnc:16735,PEDS1
hgnc:17843,TGS1
hgnc:18175,COQ3
hgnc:37182,USP17L1
hgnc:44439,USP17L11
hgnc:44440,USP17L12
hgnc:44446,USP17L18
hgnc:44449,USP17L21
hgnc:12617,USP19
hgnc:20059,USP33
hgnc:20061,USP35
hgnc:12627,USP4
hgnc:12500,UBE4B
hgnc:25683,UBTD1
hgnc:20597,UFM1
hgnc:13478,UBE3B
hgnc:17729,UXS1
hgnc:27015,CMPK2
hgnc:44445,USP17L17
hgnc:44447,USP17L19
hgnc:44453,USP17L24
hgnc:20069,USP40
hgnc:588,ATG12
hgnc:918,B3GALNT1
hgnc:14859,UCK1
hgnc:12592,UROS
hgnc:18481,ATP6V0A2
hgnc:12711,VPS26A
hgnc:10895,VPS4B
hgnc:12647,VAMP8
hgnc:30914,WDR48
hgnc:13017,ZNF224
hgnc:863,ATP6V0E1
hgnc:13487,VPS35
hgnc:20954,VTA1
hgnc:20920,HACD4
hgnc:25471,WIPI1
hgnc:19667,WDR20
hgnc:12839,XYLB
hgnc:12994,ZNF202
hgnc:19089,SLC30A5
hgnc:11627,TCF15
hgnc:11631,TCF20
hgnc:29181,TCF25
hgnc:30774,TFAP2E
hgnc:19087,EBF3
hgnc:15802,GATA5
hgnc:24149,HES4
hgnc:19764,HES5
hgnc:17298,BRF2
hgnc:11551,BRF1
hgnc:32275,TCF24
hgnc:11634,TCF4
hgnc:11639,TCF7
hgnc:11640,TCF7L1
hgnc:11741,TFAM
hgnc:11744,TFAP2C
hgnc:11745,TFAP4
hgnc:29278,EBF4
hgnc:17925,TFCP2L1
hgnc:5192,HES1
hgnc:16005,HES2
hgnc:15977,HES7
hgnc:13561,HIVEP3
hgnc:4662,GTF3A
hgnc:6781,MAFG
hgnc:29902,NFE4
hgnc:11191,SOX11
hgnc:11199,SOX3
hgnc:11201,SOX5
hgnc:16421,SOX6
hgnc:18196,SOX7
hgnc:14529,SP5
hgnc:30690,SP9
hgnc:791,ATF6
hgnc:15525,LBX2
hgnc:9985,RFX4
hgnc:11198,SOX12
hgnc:11197,SOX21
hgnc:11207,SP2
hgnc:19196,SP8
hgnc:11242,SPIB
hgnc:29549,SPIC
hgnc:13652,BDP1
hgnc:11646,TCFL5
hgnc:4198,GCM2
hgnc:2935,DMRT2
hgnc:13909,DMRT3
hgnc:13908,DMRTA2
hgnc:13913,DMRTB1
hgnc:13910,DMRTC1
hgnc:4666,GTF3C3
hgnc:4652,GTF2F1
hgnc:29603,HSFX1
hgnc:52398,HSFX4
hgnc:6741,LZTFL1
hgnc:29535,MTF2
hgnc:7805,NFYB
hgnc:7806,NFYC
hgnc:12511,UBTF
hgnc:792,ATF7
hgnc:14603,DMTF1
hgnc:13911,DMRTC2
hgnc:4668,GTF3C5
hgnc:20872,GTF3C6
hgnc:30775,GTF2IRD2
hgnc:4653,GTF2F2
hgnc:31394,GTF2H2C
hgnc:21157,GTF2H5
hgnc:18568,HSFY1
hgnc:14422,BBX
hgnc:6654,LMX1B
hgnc:31652,NKX1-2
hgnc:7804,NFYA
hgnc:16983,OLIG1
hgnc:9220,POU4F3
hgnc:8633,PBX2
hgnc:13411,PHTF2
hgnc:8525,OVOL1
hgnc:14186,OVOL3
hgnc:11594,TBX15
hgnc:11596,TBX19
hgnc:11598,TBX20
hgnc:11600,TBX22
hgnc:11605,TBX6
hgnc:738,ASCL1
hgnc:740,ASCL3
hgnc:24311,ASCL4
hgnc:18003,OLIG3
hgnc:9212,POU2F1
hgnc:9218,POU4F1
hgnc:9224,POU6F1
hgnc:21694,POU6F2
hgnc:13403,PBX4
hgnc:9223,POU5F1B
hgnc:31797,SUPT20HL2
hgnc:11593,TBX10
hgnc:11595,TBX18
hgnc:11603,TBX4
hgnc:25005,CCDC59
hgnc:12634,UTF1
hgnc:12340,TRPS1
hgnc:4877,HESX1
hgnc:21734,LHX4
hgnc:21218,DNPH1
hgnc:15766,ADNP
hgnc:17869,AFF4
hgnc:594,API5
hgnc:30146,ARGFX
hgnc:958,BATF
hgnc:24927,CHP2
hgnc:3041,RCAN2
hgnc:29306,CALCOCO1
hgnc:16446,CARD14
hgnc:16394,CARD6
hgnc:15819,ANKRD1
hgnc:17234,ANKRD30A
hgnc:14950,PPP1R13B
hgnc:24999,ARMC8
hgnc:18984,BMAL2
hgnc:14350,ARID3B
hgnc:28915,BATF3
hgnc:21302,KCTD11
hgnc:27452,KCTD21
hgnc:18806,CAMTA1
hgnc:2352,CREM
hgnc:1986,CITED1
hgnc:1987,CITED2
hgnc:1835,CEBPD
hgnc:7181,MNAT1
hgnc:14625,CDCA4
hgnc:20686,PASD1
hgnc:2383,CRX
hgnc:5360,ID1
hgnc:1836,CEBPE
hgnc:11869,CEMIP2
hgnc:35126,BHLHA9
hgnc:11963,BHLHE22
hgnc:16093,BHLHE23
hgnc:29386,CC2D1B
hgnc:2314,CPNE1
hgnc:2384,CRY1
hgnc:26943,CXXC5
hgnc:18855,CREB3L3
hgnc:1581,CCNC
hgnc:2680,DIDO1
hgnc:29150,DIP2C
hgnc:3439,ERCC8
hgnc:5361,ID2
hgnc:5362,ID3
hgnc:9983,RFX2
hgnc:25777,RFX7
hgnc:37253,RFX8
hgnc:11620,ELOA
hgnc:26259,ZC3H12A
hgnc:16660,FERD3L
hgnc:3802,FOXD1
hgnc:3803,FOXD2
hgnc:3817,FOXL1
hgnc:21478,RFX6
hgnc:21536,DRGX
hgnc:16861,PIAS3
hgnc:13429,RLIM
hgnc:24640,EDRF1
hgnc:25917,FIZ1
hgnc:23315,FOXB2
hgnc:3801,FOXC2
hgnc:3805,FOXD4
hgnc:18521,FOXD4L1
hgnc:3816,FOXJ1
hgnc:20842,FOXP4
hgnc:29980,FOXR1
hgnc:3798,FOSL2
hgnc:17371,FHL5
hgnc:28441,GABPB2
hgnc:18578,TXLNG
hgnc:17923,GRHL1
hgnc:24959,GSX2
hgnc:4978,HLX
hgnc:4881,HEY2
hgnc:5203,HSBP1
hgnc:13875,FOXP2
hgnc:37245,ZGLP1
hgnc:1317,GCFC2
hgnc:20374,GSX1
hgnc:5225,HSF2
hgnc:7817,NHLH1
hgnc:5276,HTATSF1
hgnc:28982,HMGXB3
hgnc:18060,ARX
hgnc:956,BARX2
hgnc:33185,DBX1
hgnc:5018,HMX2
hgnc:5117,HOXB6
hgnc:5118,HOXB7
hgnc:5122,HOXC10
hgnc:12312,HMGN3
hgnc:955,BARX1
hgnc:1805,CDX1
hgnc:1808,CDX4
hgnc:2914,DLX1
hgnc:5017,HMX1
hgnc:5099,HOXA1
hgnc:5114,HOXB3
hgnc:5119,HOXB8
hgnc:5120,HOXB9
hgnc:5126,HOXC4
hgnc:13363,MIXL1
hgnc:7014,MEOX2
hgnc:7837,NKX2-4
hgnc:8518,OTP
hgnc:8521,OTX1
hgnc:5130,HOXC9
hgnc:5139,HOXD8
hgnc:5140,HOXD9
hgnc:20857,NANOG
hgnc:7835,NKX2-2
hgnc:19321,NKX6-2
hgnc:22448,NOBOX
hgnc:8522,OTX2
hgnc:16714,PKNOX2
hgnc:18570,TGIF2LX
hgnc:33194,UNCX
hgnc:5393,IER5
hgnc:6132,ISL1
hgnc:14282,IRF2BPL
hgnc:6120,IRF5
hgnc:6131,IRF9
hgnc:28084,ISX
hgnc:30372,KLHL40
hgnc:30497,KIF7
hgnc:11811,KLF11
hgnc:23025,KLF14
hgnc:18830,KLF17
hgnc:6347,KLF2
hgnc:1123,KLF9
hgnc:15714,LRPPRC
hgnc:21735,LHX6
hgnc:28838,LHX8
hgnc:14010,MGA
hgnc:7534,MXI1
hgnc:25944,MED18
hgnc:6038,ILF3
hgnc:17062,HABP4
hgnc:14360,IRX3
hgnc:15734,KIRREL1
hgnc:21495,KIF12
hgnc:6345,KLF1
hgnc:16857,KLF16
hgnc:2235,KLF6
hgnc:6351,KLF8
hgnc:14222,LHX9
hgnc:16982,MFHAS1
hgnc:6761,MXD1
hgnc:7188,MNT
hgnc:28760,MED10
hgnc:32687,MED11
hgnc:22474,MED13
hgnc:2370,MED14
hgnc:14248,MED15
hgnc:2375,MED17
hgnc:11473,MED21
hgnc:2376,MED26
hgnc:19971,MED8
hgnc:25487,MED9
hgnc:29658,MESP1
hgnc:14907,MSGN1
hgnc:21906,CHCHD3
hgnc:7109,MKLN1
hgnc:6914,MAZ
hgnc:43444,MYZAP
hgnc:15667,MTPN
hgnc:26116,SETD6
hgnc:22963,MED24
hgnc:23032,MED30
hgnc:24260,MED31
hgnc:17903,MED4
hgnc:26988,METTL23
hgnc:9982,RFX1
hgnc:29233,MAVS
hgnc:12862,ZFP36
hgnc:6997,MEF2D
hgnc:7675,NDN
hgnc:8002,NRL
hgnc:7798,NFKBIB
hgnc:7786,NFIC
hgnc:7788,NFIX
hgnc:7996,NRF1
hgnc:8615,PAX1
hgnc:8618,PAX4
hgnc:13804,NEUROD6
hgnc:13805,NEUROG2
hgnc:7894,NPAS1
hgnc:7895,NPAS2
hgnc:29873,NKAP
hgnc:14254,NOCT
hgnc:7787,NFIL3
hgnc:8139,ONECUT2
hgnc:16491,PIDD1
hgnc:8620,PAX6
hgnc:13579,PAXBP1
hgnc:8847,PER3
hgnc:20610,PHLPP1
hgnc:8921,PHF3
hgnc:30048,PIR
hgnc:13071,PATZ1
hgnc:13995,PRDM10
hgnc:28130,PRR7
hgnc:24126,ATOH8
hgnc:23355,DEPP1
hgnc:29158,SBNO2
hgnc:18329,YPEL5
hgnc:18801,POGZ
hgnc:17042,PUF60
hgnc:9347,PRDM2
hgnc:9349,PRDM5
hgnc:28458,PRR14
hgnc:9459,PROX1
hgnc:28398,AKNAD1
hgnc:797,ATOH1
hgnc:13907,ATOH7
hgnc:1307,CBY1
hgnc:27963,FAM170A
hgnc:29608,MTDH
hgnc:11196,SOX15
hgnc:17680,RBAK
hgnc:21159,RNF141
hgnc:9906,RBFOX2
hgnc:10566,SCAND1
hgnc:16820,SCARF1
hgnc:9315,PPP3CB
hgnc:17932,SERTAD1
hgnc:23060,SESN3
hgnc:10883,SIM2
hgnc:15930,SLC2A4RG
hgnc:10449,RREB1
hgnc:15574,RB1CC1
hgnc:17441,RCOR1
hgnc:18662,RAX
hgnc:10527,SALL3
hgnc:15924,SALL4
hgnc:11291,SRF
hgnc:27845,SOHLH1
hgnc:30721,SPZ1
hgnc:12059,TRAJ3
hgnc:12101,TRAV1-1
hgnc:12105,TRAV12-1
hgnc:12110,TRAV14DV4
hgnc:12112,TRAV16
hgnc:12115,TRAV19
hgnc:12116,TRAV2
hgnc:12118,TRAV21
hgnc:12120,TRAV23DV6
hgnc:12125,TRAV27
hgnc:12139,TRAV39
hgnc:12142,TRAV41
hgnc:12144,TRAV6
hgnc:12145,TRAV7
hgnc:12146,TRAV8-1
hgnc:12148,TRAV8-3
hgnc:12151,TRAV8-6
hgnc:12153,TRAV9-1
hgnc:12158,TRBD1
hgnc:12162,TRBJ1-1
hgnc:12179,TRBV10-3
hgnc:12180,TRBV11-1
hgnc:26338,SPOCD1
hgnc:30646,SND1
hgnc:10662,SDCBP
hgnc:12102,TRAV1-2
hgnc:12107,TRAV12-3
hgnc:12108,TRAV13-1
hgnc:12109,TRAV13-2
hgnc:12117,TRAV20
hgnc:12121,TRAV24
hgnc:12122,TRAV25
hgnc:12124,TRAV26-2
hgnc:12128,TRAV3
hgnc:12129,TRAV30
hgnc:12135,TRAV36DV7
hgnc:12137,TRAV38-1
hgnc:12140,TRAV4
hgnc:12141,TRAV40
hgnc:12178,TRBV10-2
hgnc:12191,TRBV16
hgnc:12193,TRBV18
hgnc:12203,TRBV24-1
hgnc:12208,TRBV27
hgnc:12210,TRBV29-1
hgnc:12214,TRBV30
hgnc:12216,TRBV4-2
hgnc:12221,TRBV5-4
hgnc:12222,TRBV5-5
hgnc:12227,TRBV6-2
hgnc:12234,TRBV6-9
hgnc:12236,TRBV7-2
hgnc:12240,TRBV7-6
hgnc:13532,TLX3
hgnc:11534,TAF1C
hgnc:28759,TAF1D
hgnc:30700,TSHZ3
hgnc:19074,THOC5
hgnc:12182,TRBV11-3
hgnc:12187,TRBV12-5
hgnc:12188,TRBV13
hgnc:12194,TRBV19
hgnc:12195,TRBV2
hgnc:12205,TRBV25-1
hgnc:12215,TRBV4-1
hgnc:12217,TRBV4-3
hgnc:12223,TRBV5-6
hgnc:12226,TRBV6-1
hgnc:12231,TRBV6-6
hgnc:12233,TRBV6-8
hgnc:12238,TRBV7-4
hgnc:12242,TRBV7-8
hgnc:12246,TRBV9
hgnc:11590,TBR1
hgnc:19841,TBPL2
hgnc:14620,TES
hgnc:30681,TAB3
hgnc:19071,ALYREF
hgnc:11800,THRSP
hgnc:11829,TJP3
hgnc:15630,TCERG1
hgnc:4651,GTF2E2
hgnc:11544,TAF11
hgnc:11536,TAF2
hgnc:17303,TAF3
hgnc:11539,TAF5
hgnc:11540,TAF6
hgnc:16384,TRIM28
hgnc:12397,TTF1
hgnc:7803,NFX1
hgnc:15950,SCRT1
hgnc:11767,TGFB1I1
hgnc:11712,TDRD1
hgnc:11722,TEF
hgnc:28495,ZNF683
hgnc:11614,TCEA2
hgnc:11616,TCEAL1
hgnc:11546,TAF13
hgnc:11537,TAF4
hgnc:17300,TAF8
hgnc:17306,TAF9B
hgnc:11840,TLE4
hgnc:16826,TSC22D1
hgnc:12425,TULP3
hgnc:28499,VSTM2A
hgnc:20482,WDFY2
hgnc:18668,ZBTB7B
hgnc:12997,ZSCAN10
hgnc:23709,ZSCAN4
hgnc:12942,ZNF157
hgnc:13007,ZNF215
hgnc:13499,ZNF260
hgnc:23022,ZNF280B
hgnc:13502,ZNF287
hgnc:18410,ZNF292
hgnc:12428,TWIST1
hgnc:10417,RPS27A
hgnc:12594,USF2
hgnc:29520,GPBP1
hgnc:28843,GPBP1L1
hgnc:12661,VAX2
hgnc:1975,VSX2
hgnc:30666,VHLL
hgnc:20451,WDFY1
hgnc:13831,WDR11
hgnc:12936,ZBTB17
hgnc:18078,ZBTB7A
hgnc:447,ZBED1
hgnc:12907,ZNF124
hgnc:12981,ZNF19
hgnc:26138,ZFP2
hgnc:13497,ZNF253
hgnc:25955,ZNF280C
hgnc:25953,ZNF280D
hgnc:13507,ZNF317
hgnc:23640,ZNF322
hgnc:12863,ZFP37
hgnc:17521,ZNF385A
hgnc:18373,ZNF398
hgnc:23216,ZNF469
hgnc:23713,ZNF496
hgnc:27196,ZNF595
hgnc:29003,ZNF609
hgnc:24708,ZFP69
hgnc:32291,ZNF704
hgnc:13128,ZNF711
hgnc:33228,ZNF285CP
hgnc:13156,ZNF81
hgnc:13166,ZNF91
hgnc:30988,BNC2
hgnc:26002,CASZ1
hgnc:4238,GFI1B
hgnc:14283,IKZF5
hgnc:9964,DPF2
hgnc:16700,ZFPM2
hgnc:12872,ZIC1
hgnc:15935,ZHX3
hgnc:369,AKAP11
hgnc:24061,AKAP14
hgnc:20144,ZNF410
hgnc:21039,ZNF449
hgnc:26421,ZNF582
hgnc:29238,ZNF608
hgnc:30958,ZNF622
hgnc:25843,ZNF750
hgnc:29450,GLIS2
hgnc:19762,ZFPM1
hgnc:12874,ZIC3
hgnc:29374,KNDC1
hgnc:9440,THAP12
hgnc:370,AKAP12
hgnc:18783,AKAP17A
hgnc:372,AKAP2
hgnc:376,AKAP6
hgnc:378,AKAP8
hgnc:26526,AK8
hgnc:33814,AK9
hgnc:6884,MAPK8IP3
hgnc:19701,CNKSR2
hgnc:373,AKAP3
hgnc:375,AKAP5
hgnc:28285,AKAIN1
hgnc:30619,SPHKAP
hgnc:1170,AKIP1
hgnc:21869,AGK
hgnc:28363,AUNIP
hgnc:24163,BEGAIN
hgnc:24190,CAMK2N1
hgnc:19256,CERK
hgnc:23034,CNKSR3
hgnc:31736,CKMT1A
hgnc:14002,CDK2AP1
hgnc:30833,CDK2AP2
hgnc:2858,DGUOK
hgnc:4199,GCN1
hgnc:26238,DCAKD
hgnc:2856,DGKQ
hgnc:21296,EPS8L2
hgnc:21297,EPS8L3
hgnc:24676,FASTK
hgnc:34403,HYKK
hgnc:17853,IBTK
hgnc:26430,IKBIP
hgnc:17368,IRAK1BP1
hgnc:29067,JAKMIP2
hgnc:23523,JAKMIP3
hgnc:6766,MADD
hgnc:21295,EPS8L1
hgnc:25575,ETNK2
hgnc:26150,FASTKD1
hgnc:29160,FASTKD2
hgnc:25790,FASTKD5
hgnc:25610,FGGY
hgnc:29035,PPIP5K2
hgnc:18360,IP6K1
hgnc:17313,IP6K2
hgnc:14645,IPPK
hgnc:9438,PRKRA
hgnc:26460,JAKMIP1
hgnc:29647,MAGI3
hgnc:29536,MAPKBP1
hgnc:24904,MOB2
hgnc:29802,MOB3A
hgnc:29291,NYAP2
hgnc:29801,MOB1B
hgnc:29800,MOB3C
hgnc:4119,GALK2
hgnc:22009,NYAP1
hgnc:29923,NUCKS1
hgnc:30034,PIK3AP1
hgnc:26265,NOL9
hgnc:8570,PACSIN1
hgnc:17080,BMP2KL
hgnc:8572,PACSIN3
hgnc:28635,GK5
hgnc:33576,PI4KAP1
hgnc:31358,NME2P1
hgnc:15687,SKAP2
hgnc:30140,TBKBP1
hgnc:13867,SH3KBP1
hgnc:28191,C2orf88
hgnc:15605,SKAP1
hgnc:30719,TSKS
hgnc:25250,ADPGK
hgnc:12449,TYROBP
hgnc:34427,CRYBG3
hgnc:1152,BVES
hgnc:26065,TESC
hgnc:20739,IPMK
hgnc:32224,INCA1
hgnc:17376,AK3
hgnc:31367,IDNK
hgnc:12853,YWHAH
hgnc:24002,AZI2
hgnc:10354,RPL41
hgnc:27683,ALKAL2
hgnc:17184,ASB9
hgnc:23575,ANKRD17
hgnc:16921,AGAP2
hgnc:11231,ATL1
hgnc:14211,BLNK
hgnc:3378,EPB41L1
hgnc:1034,BECN1
hgnc:29859,ABI3
hgnc:25901,AFAP1L2
hgnc:704,ARPC1B
hgnc:24040,ADIPOR1
hgnc:25744,AKIRIN1
hgnc:14652,PARVA
hgnc:24077,ANAPC10
hgnc:29101,ANKLE2
hgnc:567,AP3B2
hgnc:4273,GIT2
hgnc:30898,AVPI1
hgnc:8822,PEA15
hgnc:941,BAG5
hgnc:244,ADD2
hgnc:14653,PARVB
hgnc:21701,BRAT1
hgnc:1099,BRAP
hgnc:973,BCAR3
hgnc:15853,ARFGEF2
hgnc:8742,PCP4
hgnc:24314,CLIP3
hgnc:24879,CEACAM20
hgnc:15878,CASS4
hgnc:10690,CAVIN2
hgnc:14624,CDCA3
hgnc:6157,ITGB3BP
hgnc:1859,CEP250
hgnc:2064,CLIC3
hgnc:17078,CLASP2
hgnc:17731,CLASRP
hgnc:14629,CDCA8
hgnc:947,BAIAP2
hgnc:978,BCCIP
hgnc:15772,ARFGEF1
hgnc:24580,CIB3
hgnc:1385,CABP2
hgnc:14305,CMYA5
hgnc:16422,CARD10
hgnc:18672,CDK5RAP2
hgnc:30777,CDCA7L
hgnc:25740,CEP78
hgnc:25309,CEP85
hgnc:21708,CCM2
hgnc:19178,CMTM7
hgnc:2232,COPB2
hgnc:28909,CCDC22
hgnc:13247,FAM120A
hgnc:30747,COPS2
hgnc:16702,COPS4
hgnc:24335,COPS8
hgnc:1600,CCNT2
hgnc:14525,CHORDC1
hgnc:7665,NCK2
hgnc:2340,CRADD
hgnc:2661,DAB1
hgnc:24476,DLGAP4
hgnc:2990,DOK1
hgnc:19868,DOK4
hgnc:16758,COPS7A
hgnc:16760,COPS7B
hgnc:2549,CELF1
hgnc:1591,CCNF
hgnc:1595,CCNI
hgnc:2662,DAB2
hgnc:2902,DLG3
hgnc:24576,CDT1
hgnc:9439,DNAJC3
hgnc:22427,CDC14C
hgnc:15881,DBNDD2
hgnc:17481,PJA2
hgnc:17650,SH3RF1
hgnc:9976,TRIM13
hgnc:3367,ENTPD5
hgnc:16898,EFS
hgnc:10833,SH3GLB1
hgnc:13598,FBXL2
hgnc:13604,FBXL7
hgnc:3039,DSCAM
hgnc:8828,PELI2
hgnc:30010,PELI3
hgnc:5959,ELP1
hgnc:35454,ECSCR
hgnc:3223,EFNA3
hgnc:3289,EIF4EBP2
hgnc:27537,FBXL22
hgnc:26178,FHOD3
hgnc:29418,FNIP1
hgnc:29280,FNIP2
hgnc:3825,FPGT
hgnc:245,ADD3
hgnc:14458,GAB2
hgnc:4562,GRAP
hgnc:4563,GRAP2
hgnc:29996,GADD45GIP1
hgnc:9780,RAB3IL1
hgnc:28214,FRMD5
hgnc:30677,GPKOW
hgnc:18709,CCNB3
hgnc:13740,SNTG1
hgnc:20253,GCSAM
hgnc:25523,CCDC88A
hgnc:9126,GIGYF1
hgnc:11960,GIGYF2
hgnc:4564,GRB10
hgnc:10446,RRAD
hgnc:28337,C9orf72
hgnc:12659,VAV3
hgnc:24920,HSH2D
hgnc:17513,HOMER2
hgnc:25599,INAVA
hgnc:23927,ITGB1BP1
hgnc:18114,KHDRBS2
hgnc:16345,KIR2DL5A
hgnc:4184,GBP3
hgnc:16915,HAX1
hgnc:29537,MEIS3
hgnc:4812,HAP1
hgnc:24587,HYCC1
hgnc:6412,KRT1
hgnc:26016,LIME1
hgnc:17360,LRIG1
hgnc:14061,LPXN
hgnc:28142,LIMD2
hgnc:16002,MPLKIP
hgnc:7221,MPP3
hgnc:18167,PALS2
hgnc:26542,MPP7
hgnc:7531,MVP
hgnc:6335,KIR2DS3
hgnc:6325,KIF5C
hgnc:6629,LLGL2
hgnc:15454,SHOC2
hgnc:16084,LIMS2
hgnc:15710,LDB3
hgnc:6529,LCP2
hgnc:13680,MPP4
hgnc:23357,MCTS1
hgnc:6767,SMAD1
hgnc:6771,SMAD5
hgnc:3496,MPZL2
hgnc:7549,MYBPC1
